Distance,Speed,Throttle,Brake,RPM,nGear
1950.1455555555558,227.0,86.0,False,11799.0,5
1967.6455555555558,225.0,0.0,False,11359.0,5
1982.2455555555557,219.0,0.0,False,11344.0,5
1994.2497222222223,215.0,0.0,True,11100.0,5
2014.8647222222223,186.0,0.0,True,9740.0,5
2024.2536111111112,169.0,0.0,True,10104.0,5
2032.9077777777777,155.0,0.0,True,10936.0,5
2039.4886111111114,149.0,0.0,True,10553.0,4
2050.066388888889,136.0,0.0,True,10506.0,3
2063.7672222222222,123.0,0.0,True,10841.0,2
2071.633888888889,118.0,0.0,True,10414.0,2
2077.967222222222,114.0,0.0,True,10012.0,2
2088.667222222222,107.0,0.0,True,9452.0,2
2094.389444444444,103.0,0.0,False,9241.0,2
2101.1227777777776,101.0,0.0,False,9068.0,2
2105.5227777777777,99.0,10.0,False,8972.0,2
2115.495,100.0,38.0,False,9345.0,2
2125.995,105.0,42.0,False,9828.0,2
2130.7949999999996,108.0,48.0,False,10233.0,2
2142.1263888888884,113.0,58.0,False,10899.0,2
2150.3930555555553,124.0,68.0,False,11721.0,2
2156.0463888888885,128.0,74.0,False,12141.0,2
2162.0838888888884,135.0,81.0,False,11021.0,2
2171.7505555555554,145.0,85.0,False,10710.0,3
2192.3591666666666,169.0,100.0,False,11231.0,3
2213.0775000000003,186.0,100.0,False,11775.0,4
2221.4691666666668,190.0,100.0,False,11915.0,4
2232.4691666666663,198.0,100.0,False,10570.0,4
2251.4024999999997,213.0,100.0,False,11218.0,5
2276.4649999999997,225.0,100.0,False,11899.0,5
2291.9316666666664,232.0,100.0,False,10779.0,5
2313.087222222222,238.0,100.0,False,10833.0,6
2326.464444444444,242.0,100.0,False,11047.0,6
2340.131111111111,246.0,100.0,False,11187.0,6
2359.6533333333327,251.0,100.0,False,11319.0,6
2390.890833333333,255.0,49.0,False,11435.0,6
2413.024166666666,249.0,0.0,True,10866.0,6
2423.913055555555,245.0,0.0,True,10763.0,6
2440.2463888888883,245.0,0.0,True,10763.0,6
2450.8686111111106,239.0,0.0,True,9959.0,6
2463.36861111111,225.0,0.0,True,9897.0,6
2483.30611111111,225.0,0.0,True,9897.0,6
2496.217222222221,166.0,0.0,True,9900.0,6
2511.217222222221,150.0,0.0,True,8998.0,4
2524.2838888888878,147.0,0.0,False,8751.0,4
2532.117222222221,141.0,6.0,False,8573.0,4
2539.7838888888878,138.0,20.0,False,8449.0,4
2551.9616666666657,137.0,35.0,False,8642.0,4
2558.1333333333323,138.0,48.0,False,8853.0,4
2567.533333333332,141.0,51.0,False,8925.0,4
2575.493333333332,144.0,63.0,False,9132.0,4
2589.004444444443,152.0,76.0,False,9665.0,4
2603.716944444443,165.0,79.0,False,10193.0,4
2615.116944444443,171.0,85.0,False,11109.0,4
2622.890277777776,176.0,92.0,False,11125.0,4
2635.156944444443,184.0,100.0,False,11778.0,4
2652.4013888888876,194.0,100.0,False,11362.0,4
2661.345833333332,200.0,100.0,False,10656.0,5
2677.52361111111,208.0,100.0,False,10974.0,5
2694.0902777777765,213.0,100.0,False,11335.0,5
2703.7627777777766,219.0,100.0,False,11335.0,5
2721.184999999999,224.0,100.0,False,11775.0,5
2738.9816666666657,228.0,98.0,False,10235.0,6
2757.16861111111,233.0,100.0,False,10517.0,6
2767.6361111111096,237.0,97.0,False,10654.0,6
2786.069444444443,237.0,13.0,False,10451.0,6
2806.6027777777763,231.0,4.0,False,10395.0,6
2829.0027777777764,224.0,5.0,False,10903.0,6
2838.76361111111,221.0,6.0,False,11439.0,5
2848.4080555555543,217.0,13.0,False,11209.0,5
2860.300555555554,213.0,25.0,False,11168.0,5
2876.5561111111097,209.0,48.0,False,10924.0,5
2885.742777777776,208.0,56.0,False,10923.0,5
2897.3538888888875,209.0,69.0,False,10999.0,5
2913.842777777776,212.0,79.0,False,11219.0,5
2938.0649999999987,218.0,85.0,False,11610.0,5
2952.8649999999984,222.0,89.0,False,11728.0,5
2968.0649999999987,228.0,95.0,False,11216.0,5
2988.9538888888874,235.0,100.0,False,10699.0,6
3005.020555555554,241.0,100.0,False,11005.0,6
3032.644999999998,248.0,100.0,False,11474.0,6
3055.7561111111095,260.0,100.0,False,11669.0,6
3070.478333333332,265.0,100.0,False,10578.0,7
3082.270833333332,267.0,100.0,False,10622.0,7
3100.537499999999,274.0,100.0,False,10881.0,7
3116.0591666666655,278.0,100.0,False,11047.0,7
3128.3374999999987,278.0,100.0,False,11105.0,7
3160.1947222222207,286.0,100.0,False,11335.0,7
3179.6613888888874,292.0,100.0,False,11498.0,7
3195.994722222221,294.0,100.0,False,11619.0,7
3228.994722222221,297.0,100.0,False,11701.0,7
3242.321944444443,298.0,100.0,False,11726.0,7
3258.7947222222206,298.0,100.0,False,11755.0,7
3272.1280555555536,300.0,100.0,False,11842.0,7
3295.2280555555535,297.0,1.0,False,11667.0,7
3311.5058333333313,293.0,0.0,False,11387.0,7
3327.5916666666644,291.0,0.0,False,11316.0,7
3345.8583333333313,274.0,0.0,True,10689.0,7
3369.624166666664,237.0,0.0,True,9379.0,7
3396.208055555553,218.0,0.0,True,10320.0,7
3406.5930555555533,186.0,0.0,True,10398.0,7
3414.326388888887,174.0,0.0,True,10675.0,6
3427.0041666666643,163.0,0.0,True,11536.0,4
3436.896111111109,149.0,0.0,True,10606.0,3
3444.6738888888867,140.0,0.0,True,9864.0,3
3453.5405555555535,133.0,0.0,True,9400.0,3
3461.8416666666644,124.0,0.0,True,8812.0,3
3468.4527777777757,119.0,0.0,True,8473.0,3
3474.80972222222,115.0,0.0,True,8160.0,3
3479.8319444444423,113.0,0.0,True,7947.0,3
3484.6619444444423,108.0,0.0,True,7671.0,3
3493.817499999998,103.0,1.0,False,7411.0,3
3506.1338888888868,101.0,30.0,False,7571.0,3
3517.941111111109,106.0,40.0,False,8003.0,3
3530.4966666666646,113.0,52.0,False,8544.0,3
3535.741111111109,118.0,60.0,False,8935.0,3
3541.2522222222206,124.0,65.0,False,9300.0,3
3548.4744444444427,130.0,71.0,False,9778.0,3
3556.029999999998,136.0,75.0,False,10224.0,3
3562.246388888887,139.0,77.0,False,10476.0,3
3572.0055555555537,147.0,93.0,False,10960.0,3
3582.138888888887,152.0,100.0,False,11365.0,3
3590.7622222222203,156.0,100.0,False,11634.0,3
3603.517777777776,164.0,100.0,False,10606.0,3
3610.8969444444424,165.0,100.0,False,10326.0,4
3634.1816666666646,175.0,100.0,False,10860.0,4
3642.092777777776,178.0,97.0,False,11080.0,4
3654.276666666665,182.0,1.0,False,10814.0,4
3664.1655555555535,178.0,0.0,True,10641.0,4
3671.806388888887,173.0,0.0,True,10375.0,4
3692.5161111111092,155.0,0.0,True,9614.0,4
3700.8494444444427,150.0,0.0,True,9030.0,4
3708.754166666665,143.0,0.0,True,9764.0,4
3715.10972222222,143.0,0.0,True,9922.0,4
3722.758888888887,137.0,0.0,True,9713.0,3
3728.6330555555537,133.0,0.0,False,9544.0,3
3737.2997222222207,130.0,0.0,False,9322.0,3
3744.390555555554,127.0,0.0,False,9144.0,3
3751.279444444443,124.0,0.0,False,8956.0,3
3760.6127777777765,120.0,0.0,False,8701.0,3
3771.012777777776,117.0,10.0,False,8551.0,3
3777.4572222222205,116.0,23.0,False,8580.0,3
3785.25722222222,117.0,35.0,False,8760.0,3
3795.923888888887,120.0,42.0,False,9043.0,3
3808.2238888888874,123.0,45.0,False,9395.0,3
3824.2713888888875,131.0,59.0,False,9954.0,3
3830.0572222222204,131.0,62.0,False,10051.0,3
3836.2349999999988,139.0,68.0,False,10469.0,3
3845.9419444444434,145.0,72.0,False,10882.0,3
3861.554722222221,157.0,83.0,False,11962.0,3
3868.8891666666655,164.0,86.0,False,11122.0,3
3878.175833333332,168.0,89.0,False,10812.0,4
3888.2313888888875,181.0,98.0,False,11493.0,4
3905.4758333333325,194.0,100.0,False,12196.0,4
3916.6424999999995,201.0,100.0,False,11216.0,4
3928.0883333333322,205.0,100.0,False,10999.0,5
3937.4074999999993,211.0,100.0,False,11329.0,5
3967.6741666666653,227.0,98.0,False,12014.0,5
3980.5158333333325,230.0,64.0,False,10754.0,5
3998.482499999999,231.0,48.0,False,10348.0,6
4016.2936111111103,229.0,55.0,False,10333.0,6
4034.1824999999985,230.0,67.0,False,10335.0,6
4052.0713888888877,230.0,69.0,False,10438.0,6
4067.6047222222214,233.0,84.0,False,10507.0,6
4077.8955555555544,233.0,89.0,False,10550.0,6
4099.028055555555,237.0,100.0,False,10826.0,6
4109.583888888888,239.0,100.0,False,10839.0,6
4128.483888888888,243.0,100.0,False,11006.0,6
4139.440833333332,245.0,100.0,False,11030.0,6
4158.651944444443,247.0,100.0,False,11127.0,6
4180.696388888887,248.0,100.0,False,11152.0,6
4197.2297222222205,248.0,99.0,False,11099.0,6
4219.185277777776,247.0,5.0,False,11163.0,6
4235.185277777776,240.0,7.0,False,10811.0,6
4261.074166666665,233.0,10.0,False,10458.0,6
4273.740833333332,228.0,19.0,False,10219.0,6
4291.100833333332,224.0,29.0,False,10059.0,6
4301.11861111111,224.0,45.0,False,9997.0,6
4328.190277777777,222.0,64.0,False,10045.0,6
4338.056944444444,222.0,73.0,False,10054.0,6
4350.507777777777,223.0,80.0,False,10150.0,6
4360.489444444444,226.0,87.0,False,10280.0,6
4373.267222222223,230.0,90.0,False,10485.0,6
4391.311666666667,232.0,92.0,False,10630.0,6
4407.177500000001,237.0,99.0,False,11021.0,6
4420.6775,243.0,100.0,False,11111.0,6
4434.331111111112,247.0,100.0,False,11329.0,6
4445.556388888888,251.0,100.0,False,11380.0,6
4480.489722222222,262.0,100.0,False,10573.0,6
4501.489722222222,270.0,100.0,False,10761.0,7
4526.023055555555,276.0,100.0,False,10996.0,7
4557.499722222221,284.0,100.0,False,11264.0,7
4593.514722222221,294.0,100.0,False,11647.0,7
4610.014722222221,297.0,100.0,False,11738.0,7
4633.348055555554,300.0,100.0,False,10638.0,7
